MJD,Aether_x,Aether_y,Aether_z,Aether_vx,Aether_vy,Aether_vz,Caelus_x,Caelus_y,Caelus_z,Caelus_vx,Caelus_vy,Caelus_vz,Ventus_x,Ventus_y,Ventus_z,Ventus_vx,Ventus_vy,Ventus_vz,Glacia_x,Glacia_y,Glacia_z,Glacia_vx,Glacia_vy,Glacia_vz
60000.0,46914560.000000,0.000000,0.000000,-0.000000,55.032827,0.000000,-129263505.747210,27661956.389692,0.000000,-7.543343,-31.311034,0.000000,227229873.100559,-118483789.138162,0.000000,9.168952,20.864117,0.000000,-26705698.595009,-399326586.884022,0.000000,18.771504,-2.269434,0.000000
60005.0,41138632.472259,22791252.856825,0.000000,-26.146535,48.274054,0.000000,-131791352.779621,14005744.220126,0.000000,-4.153114,-31.852395,0.000000,231013902.849050,-109381083.464817,0.000000,8.346373,21.273124,0.000000,-18591547.157394,-400226037.299210,0.000000,18.792733,-1.894753,0.000000
60010.0,25297705.421671,40021928.546707,0.000000,-45.606646,29.906859,0.000000,-132848775.292873,193073.331785,0.000000,-0.741875,-32.035631,0.000000,234438320.106360,-100108129.864335,0.000000,7.504219,21.652132,0.000000,-10469879.436310,-400963721.385333,0.000000,18.806309,-1.520543,0.000000
60015.0,3370209.851556,47666451.838059,0.000000,-53.819396,4.884323,0.000000,-132434470.716133,-13621909.667492,0.000000,2.654555,-31.863891,0.000000,237494854.180077,-90678108.353481,0.000000,6.643359,22.000121,0.000000,-2343992.101047,-401539877.020184,0.000000,18.812276,-1.146963,0.000000
60020.0,-19370318.473311,44180461.887705,0.000000,-49.413121,-20.585431,0.000000,-130562375.278553,-27287101.118965,0.000000,6.001476,-31.343446,0.000000,240175620.851701,-81104638.159030,0.000000,5.764714,22.316077,0.000000,5782838.188879,-401954810.823943,0.000000,18.810682,-0.774171,0.000000
60025.0,-37729894.509478,30645377.585519,0.000000,-34.016043,-40.800707,0.000000,-127261142.940274,-40653741.817838,0.000000,9.265475,-30.483471,0.000000,242473146.402398,-71401775.608709,0.000000,4.869262,22.598992,0.000000,13907356.224205,-402208897.121369,0.000000,18.801580,-0.402324,0.000000
60030.0,-47710993.350050,10285489.764265,0.000000,-11.370089,-51.663018,0.000000,-122573559.410248,-53577625.233317,0.000000,12.414561,-29.295836,0.000000,244380392.730113,-61584010.852459,0.000000,3.958043,22.847866,0.000000,22026329.638296,-402302576.877332,0.000000,18.785022,-0.031574,0.000000
60035.0,-47211286.111966,-12338929.443393,0.000000,13.642857,-51.121306,0.000000,-116555904.146170,-65920220.506511,0.000000,15.418270,-27.794919,0.000000,245890783.535821,-51666263.275283,0.000000,3.032157,23.061712,0.000000,30136550.251314,-402236356.607839,0.000000,18.761067,0.337929,0.000000
60040.0,-36334861.397334,-32245160.453931,0.000000,35.812342,-39.275398,0.000000,-109277269.766589,-77549719.316485,0.000000,18.247759,-25.997438,0.000000,246998231.544965,-41663875.456915,0.000000,2.092767,23.239559,0.000000,38234835.366160,-402010807.268641,0.000000,18.729776,0.706036,0.000000
60045.0,-17377728.894337,-44958799.534995,0.000000,50.325218,-18.372912,0.000000,-100818844.970606,-88342016.033751,0.000000,20.875885,-23.922313,0.000000,247697166.716989,-31592605.528103,0.000000,1.141105,23.380454,0.000000,46318029.016241,-401626563.123496,0.000000,18.691210,1.072603,0.000000
60050.0,5516121.910490,-47422794.641807,0.000000,53.592421,7.312835,0.000000,-91273163.932370,-98181630.293472,0.000000,23.277277,-21.590537,0.000000,247982565.381463,-21468617.768628,0.000000,0.178469,23.483470,0.000000,54383003.165217,-401084320.594093,0.000000,18.645437,1.437487,0.000000
60055.0,27092538.912262,-38785630.021889,0.000000,44.231368,31.975571,0.000000,-80743322.270833,-106962580.291471,0.000000,25.428424,-19.025076,0.000000,247849980.223378,-11308471.288474,0.000000,-0.793772,23.547708,0.000000,62426658.858965,-400384837.093615,0.000000,18.592525,1.800547,0.000000
60060.0,42138838.361353,-20839035.479854,0.000000,23.917089,49.442079,0.000000,-69342157.131923,-114589213.797958,0.000000,27.307754,-16.250772,0.000000,247295571.023003,-1129106.631071,0.000000,-1.774174,23.572302,0.000000,70445927.330035,-399528929.845854,0.000000,18.532546,2.161648,0.000000
60065.0,46864064.297859,2197766.558490,0.000000,-2.527471,54.973594,0.000000,-57191386.695770,-120977002.148179,0.000000,28.895740,-13.294268,0.000000,246316136.036971,9052169.863565,0.000000,-2.761225,23.556425,0.000000,78437771.055009,-398517474.691765,0.000000,18.465571,2.520655,0.000000
60070.0,40050519.035021,24694769.679228,0.000000,-28.317181,47.004499,0.000000,-44420702.571324,-126053300.348598,0.000000,30.175018,-10.183925,0.000000,244909143.887362,19217704.097306,0.000000,-3.753334,23.499295,0.000000,86399184.765167,-397351404.885246,0.000000,18.391679,2.877435,0.000000
60075.0,23449890.593288,41174411.872801,0.000000,-46.883354,27.780356,0.000000,-31166807.104758,-129758073.967727,0.000000,31.130518,-6.949750,0.000000,243072765.804292,29349514.812952,0.000000,-4.748839,23.400181,0.000000,94327196.410999,-396031709.879939,0.000000,18.310945,3.231861,0.000000
60080.0,1217430.220768,47813005.805883,0.000000,-53.936270,2.452418,0.000000,-17572386.655212,-132044590.697356,0.000000,31.749635,-3.623306,0.000000,240805908.045196,39429316.907904,0.000000,-5.746000,23.258407,0.000000,102218868.081100,-394559434.108726,0.000000,18.223452,3.583807,0.000000
60085.0,-21324554.778201,43314642.512709,0.000000,-48.405536,-22.751816,0.000000,-3785011.441463,-132880071.411975,0.000000,32.022396,-0.237609,0.000000,238108244.290737,49438547.609134,0.000000,-6.743003,23.073365,0.000000,110071296.876088,-392935675.757588,0.000000,18.129279,3.933149,0.000000
60090.0,-39051899.796460,28986277.798455,0.000000,-32.156968,-42.244553,0.000000,10044047.293167,-132246292.272144,0.000000,31.941674,3.172996,0.000000,234980247.793290,59358395.645858,0.000000,-7.737960,22.844515,0.000000,117881615.738205,-391161585.535396,0.000000,18.028512,4.279768,0.000000
60095.0,-48119481.231399,8212384.719886,0.000000,-9.076857,-52.105678,0.000000,23761091.232341,-130140125.980615,0.000000,31.503398,6.572991,0.000000,231423223.029567,69169833.542936,0.000000,-8.728912,22.571396,0.000000,125646994.237324,-389238365.441174,0.000000,17.921236,4.623546,0.000000
60100.0,-46621259.494561,-14368763.188908,0.000000,15.891038,-50.481397,0.000000,37211366.911238,-126574006.803365,0.000000,30.706793,9.925886,0.000000,227439336.584485,78853653.141198,0.000000,-9.713828,22.253635,0.000000,133364639.314128,-387167267.530293,0.000000,17.807539,4.964369,0.000000
60105.0,-34869379.506055,-33782422.344179,0.000000,37.542316,-37.671174,0.000000,50240540.048584,-121576300.539810,0.000000,29.554616,13.194460,0.000000,223031646.969260,88390504.430491,0.000000,-10.690609,21.890949,0.000000,141031795.981258,-384949592.680997,0.000000,17.687509,5.302124,0.000000
60110.0,-15350646.210688,-45647893.416641,0.000000,51.139578,-16.118335,0.000000,62696273.383102,-115191557.434715,0.000000,28.053394,16.341060,0.000000,218204133.053385,97760937.756931,0.000000,-11.657093,21.483160,0.000000,148645747.983277,-382586689.362608,0.000000,17.561236,5.636705,0.000000
60115.0,7650764.554358,-47082269.990634,0.000000,53.255217,9.732930,0.000000,74429904.812802,-107480623.278125,0.000000,26.213649,19.327961,0.000000,212961720.768258,106945449.437539,0.000000,-12.611060,21.030199,0.000000,156203818.416313,-380079952.406698,0.000000,17.428813,5.968003,0.000000
60120.0,28830503.108029,-37467920.500891,0.000000,42.760059,33.981729,0.000000,85298217.373751,-98520581.889592,0.000000,24.050099,22.117788,0.000000,207310307.720166,115924530.783099,0.000000,-13.550232,20.532112,0.000000,163703370.308299,-377430821.782433,0.000000,17.290333,6.295918,0.000000
60125.0,43048884.540574,-18842232.238138,0.000000,21.633722,50.505681,0.000000,95165286.429117,-88404501.114372,0.000000,21.581809,24.674003,0.000000,201256785.333018,124678720.493563,0.000000,-14.472286,19.989073,0.000000,171141807.160721,-374640781.377259,0.000000,17.145889,6.620347,0.000000
60130.0,46712692.399274,4390802.465529,0.000000,-5.049176,54.796048,0.000000,103904382.510046,-77240954.678156,0.000000,18.832294,26.961454,0.000000,194809058.127140,133188660.349914,0.000000,-15.374857,19.401388,0.000000,178516573.452835,-371711357.784025,0.000000,16.995578,6.941194,0.000000
60135.0,38876941.747049,26545591.623930,0.000000,-30.424318,45.636546,0.000000,111399900.796205,-65153294.058123,0.000000,15.829539,28.946983,0.000000,187976059.730426,141435154.082122,0.000000,-16.255547,18.769502,0.000000,185825155.109323,-368644119.095587,0.000000,16.839495,7.258364,0.000000
60140.0,21553078.921673,42240867.887725,0.000000,-48.059201,25.600914,0.000000,117549280.594924,-52278648.204044,0.000000,12.605928,30.600075,0.000000,180767765.212964,149399229.245129,0.000000,-17.111934,18.094006,0.000000,193065079.932376,-365440673.707855,0.000000,16.677738,7.571766,0.000000
60145.0,-937824.772624,47862420.624569,0.000000,-53.943397,0.022099,0.000000,122264870.835656,-38766634.685000,0.000000,9.198062,31.893542,0.000000,173195199.336561,157062201.884125,0.000000,-17.941582,17.375646,0.000000,200233917.999202,-362102669.132229,0.000000,16.510406,7.881309,0.000000
60150.0,-23236670.619729,42363263.817678,0.000000,-47.304869,-24.868115,0.000000,125475691.104083,-24777773.730725,0.000000,5.646458,32.804211,0.000000,165270440.317223,164405743.717299,0.000000,-18.742051,16.615323,0.000000,207329282.025979,-358631790.818267,0.000000,16.337597,8.186908,0.000000
60155.0,-40298441.532813,27271163.832926,0.000000,-30.238744,-43.604543,0.000000,127129032.733395,-10481606.607787,0.000000,1.995106,33.313600,0.000000,157006618.712157,171411951.509561,0.000000,-19.510912,15.814105,0.000000,214348827.699265,-355029760.987394,0.000000,16.159412,8.488478,0.000000
60160.0,-48436014.903021,6123585.865695,0.000000,-6.767304,-52.448590,0.000000,127191841.610102,3945468.452034,0.000000,-1.709097,33.408546,0.000000,148417911.063927,178063418.255377,0.000000,-20.245754,14.973223,0.000000,221290253.975901,-351298337.478420,0.000000,15.975950,8.785939,0.000000
60165.0,-45941977.594596,-16371087.730992,0.000000,18.110539,-49.744302,0.000000,125651824.258706,18322616.462990,0.000000,-5.417063,33.081755,0.000000,139519527.963380,184343305.733810,0.000000,-20.944202,14.094079,0.000000,228151303.352437,-347439312.605536,0.000000,15.787313,9.079212,0.000000
60170.0,-33336167.856413,-35254063.990606,0.000000,39.202508,-35.990733,0.000000,122518221.945127,32467202.036757,0.000000,-9.078329,32.332249,0.000000,130327696.230284,190235417.945383,0.000000,-21.603930,13.178244,0.000000,234929762.105107,-343454512.029459,0.000000,15.593603,9.368222,0.000000
60175.0,-13293017.245802,-46246146.793497,0.000000,51.854113,-13.825899,0.000000,117822204.282214,46197588.486050,0.000000,-12.641999,31.165668,0.000000,120859634.956312,195724274.889731,0.000000,-22.222672,12.227461,0.000000,241623460.501391,-339345793.642303,0.000000,15.394921,9.652894,0.000000
60180.0,9769735.508205,-46645315.168625,0.000000,52.807891,12.139545,0.000000,111616844.153985,59336034.237069,0.000000,-16.057739,29.594414,0.000000,111133525.209082,200795186.096542,0.000000,-22.798241,11.243642,0.000000,248230272.984196,-335115046.466720,0.000000,15.191371,9.933158,0.000000
60185.0,30507816.537016,-36071392.385847,0.000000,41.195511,35.920677,0.000000,103976649.390688,71711611.446959,0.000000,-19.276820,27.637607,0.000000,101168473.258039,205434323.281503,0.000000,-23.328545,10.228867,0.000000,254748118.329666,-330764189.569809,0.000000,14.983054,10.208946,0.000000
60190.0,43866716.947710,-16805068.538745,0.000000,19.301469,51.462213,0.000000,94996642.870553,83163065.434336,0.000000,-22.253166,25.320855,0.000000,90984467.252537,209628791.465199,0.000000,-23.811596,9.185376,0.000000,261174959.779662,-326295170.992238,0.000000,14.770073,10.480192,0.000000
60195.0,46460789.577516,6574389.080281,0.000000,-7.559366,54.500637,0.000000,84791000.624802,93541531.383807,0.000000,-24.944341,22.675823,0.000000,80602327.358629,213366697.867595,0.000000,-24.245532,8.115567,0.000000,267508805.149899,-321709966.692973,0.000000,14.552533,10.746833,0.000000
60200.0,37620528.779746,28339853.940086,0.000000,-32.463421,44.173548,0.000000,73491275.868825,102713027.228343,0.000000,-27.312474,19.739633,0.000000,70043649.442844,216637217.875193,0.000000,-24.628627,7.021987,0.000000,273747706.914759,-317010579.509985,0.000000,14.330537,11.008807,0.000000
60205.0,19611341.406352,43219279.887702,0.000000,-49.132145,23.373460,0.000000,61244254.341001,110560648.696626,0.000000,-29.325035,16.554088,0.000000,59330742.477063,219430657.373205,0.000000,-24.959307,5.907320,0.000000,279889762.269755,-312199038.137225,0.000000,14.104188,11.266055,0.000000
60210.0,-3091181.541192,47814858.159603,0.000000,-53.841354,-2.401713,0.000000,48209501.591722,116986403.857817,0.000000,-30.955478,13.164782,0.000000,48486559.927111,221738510.742243,0.000000,-25.236164,4.774382,0.000000,285933113.172641,-307277396.118168,0.000000,13.873589,11.518523,0.000000
60215.0,-25102997.822045,41328403.468967,0.000000,-46.113670,-26.930508,0.000000,34556674.791216,121912639.323574,0.000000,-32.183690,9.620112,0.000000,37534625.476909,223553513.838535,0.000000,-25.457968,3.626103,0.000000,291875946.364108,-302247730.856129,0.000000,13.638845,11.766154,0.000000
60220.0,-41467230.415235,25503430.953657,0.000000,-28.265072,-44.878438,0.000000,20462679.381618,125283027.477203,0.000000,-32.996254,5.970237,0.000000,26498953.528065,224869691.309186,0.000000,-25.623680,2.465517,0.000000,297716493.369047,-297112142.641571,0.000000,13.400059,12.008898,0.000000
60225.0,-48660025.451343,4023089.430679,0.000000,-4.445593,-52.691214,0.000000,6108754.044587,127063102.399121,0.000000,-33.386521,2.266036,0.000000,15403964.999603,225682397.639219,0.000000,-25.732459,1.295745,0.000000,303453030.479278,-291872753.696544,0.000000,13.157335,12.246705,0.000000
60230.0,-45174667.429984,-18342043.406669,0.000000,20.297298,-48.911194,0.000000,-8322434.022692,127240350.207042,0.000000,-33.354494,-1.441903,0.000000,4274399.031972,225988351.385032,0.000000,-25.783674,0.119978,0.000000,309083878.718699,-286531707.236390,0.000000,12.910776,12.479527,0.000000
60235.0,-31738081.847654,-36657096.983502,0.000000,40.789550,-34.236926,0.000000,-22649607.239868,125823876.090349,0.000000,-32.906543,-5.104230,0.000000,-6864778.728517,225785662.118535,0.000000,-25.776907,-1.058539,0.000000,314607403.791720,-281091166.548795,0.000000,12.660486,12.707319,0.000000
60240.0,-11208868.858076,-46752132.953820,0.000000,52.466907,-11.499916,0.000000,-36695542.114223,122843684.377642,0.000000,-32.054986,-8.673672,0.000000,-17988470.525981,225073849.686582,0.000000,-25.711965,-2.236525,0.000000,320022016.015900,-275553314.090249,0.000000,12.406567,12.930038,0.000000
60245.0,11868641.463865,-46112570.198103,0.000000,52.250786,14.527595,0.000000,-50289524.743408,118349618.829964,0.000000,-30.817545,-12.105761,0.000000,-29071542.781673,223853855.479981,0.000000,-25.588878,-3.410683,0.000000,325326170.239617,-269920350.599944,0.000000,12.149123,13.147641,0.000000
60250.0,32120814.037526,-34598821.812763,0.000000,39.540755,37.787875,0.000000,-63269555.299776,112410017.640074,0.000000,-29.216731,-15.359431,0.000000,-40088923.441897,222128045.503446,0.000000,-25.407899,-4.577717,0.000000,330518365.745646,-264194494.231100,0.000000,11.888257,13.360091,0.000000
60255.0,44590485.653140,-14731870.443190,0.000000,16.925512,52.309284,0.000000,-75484273.153472,105110141.315611,0.000000,-27.279176,-18.397470,0.000000,-51015699.532925,219900205.140421,0.000000,-25.169511,-5.734355,0.000000,335597146.141449,-258377979.699695,0.000000,11.624070,13.567349,0.000000
60260.0,46108930.122449,8743831.735667,0.000000,-10.052328,54.088112,0.000000,-86794587.522815,96550431.993090,0.000000,-25.034937,-21.186847,0.000000,-61827214.058361,217175525.612453,0.000000,-24.874416,-6.877364,0.000000,340561099.236995,-252473057.450541,0.000000,11.356666,13.769380,0.000000
60265.0,36284085.253785,30073830.183390,0.000000,-34.430160,42.619073,0.000000,-97075010.551593,86844660.246791,0.000000,-22.516821,-23.698910,0.000000,-72499161.379076,213960582.239333,0.000000,-24.523538,-8.003572,0.000000,345408856.910891,-246481992.840625,0.000000,11.086146,13.966151,0.000000
60270.0,17628825.470411,44107829.330125,0.000000,-50.100402,21.102986,0.000000,-106214699.977366,76118010.729762,0.000000,-19.759719,-25.909475,0.000000,-83007680.235638,210263304.711136,0.000000,-24.118009,-9.109884,0.000000,350139094.965584,-240407065.339610,0.000000,10.812611,14.157629,0.000000
60275.0,-5238293.876802,47670675.608972,0.000000,-53.630934,-4.814162,0.000000,-114118226.769019,64505151.672680,0.000000,-16.799999,-27.798812,0.000000,-93329443.607452,206092939.684241,0.000000,-23.659169,-10.193301,0.000000,354750532.972389,-234250567.747371,0.000000,10.536162,14.343785,0.000000
60280.0,-26919972.964502,40212289.116149,0.000000,-44.834631,-28.935308,0.000000,-120706089.174230,52148326.013499,0.000000,-13.674943,-29.351562,0.000000,-103441744.650926,201460006.108056,0.000000,-23.148547,-11.250934,0.000000,359241934.107051,-228014805.428418,0.000000,10.256901,14.524591,0.000000
60285.0,-42556126.426214,23686560.758051,0.000000,-26.239724,-46.064156,0.000000,-125914998.592638,39195494.312750,0.000000,-10.422252,-30.556585,0.000000,-113322578.019443,196376243.775478,0.000000,-22.587859,-12.280022,0.000000,363612104.976563,-221702095.563037,0.000000,9.974928,14.700020,0.000000
60290.0,-48791110.529691,1914910.002559,0.000000,-2.115900,-52.833171,0.000000,-129697964.765263,25798552.104345,0.000000,-7.079614,-31.406768,0.000000,-122950715.939340,190854555.666375,0.000000,-21.978988,-13.277944,0.000000,367859895.437892,-215314766.414960,0.000000,9.690342,14.870046,0.000000
60295.0,-44320717.544880,-20277820.463450,0.000000,22.447291,-47.983400,0.000000,-132024208.209331,12111637.306029,0.000000,-3.684335,-31.898804,0.000000,-132305778.496461,184908944.717961,0.000000,-21.323974,-14.242230,0.000000,371984198.409298,-208855156.615377,0.000000,9.403243,15.034648,0.000000
60300.0,-30078109.404599,-37988649.771071,0.000000,42.300175,-32.412752,0.000000,-132878926.932309,-1710462.977856,0.000000,-0.273031,-32.032955,0.000000,-141368297.675212,178554445.707963,0.000000,-20.624995,-15.170574,0.000000,375983949.674879,-202325614.463047,0.000000,9.113730,15.193804,0.000000
60305.0,-9102301.029847,-47164599.722200,0.000000,52.976216,-9.144810,0.000000,-132262942.537197,-15513802.331543,0.000000,3.118620,-31.812811,0.000000,-150119774.784188,171807052.975040,0.000000,-19.884358,-16.060841,0.000000,379858127.682938,-195728497.240294,0.000000,8.821902,15.347493,0.000000
60310.0,13943107.654694,-45484878.616577,0.000000,51.584488,16.891980,0.000000,-130192248.172387,-29146662.095206,0.000000,6.456086,-31.245057,0.000000,-158542730.997124,164683644.725891,0.000000,-19.104475,-16.911075,0.000000,383605753.338803,-189066170.544626,0.000000,8.527856,15.495697,0.000000
60315.0,33665956.422632,-33053163.610154,0.000000,37.799065,39.578920,0.000000,-126697477.640050,-42460839.618445,0.000000,9.706144,-30.339251,0.000000,-166620750.833047,157201904.689862,0.000000,-18.287855,-17.719505,0.000000,387225889.792642,-182341007.635721,0.000000,8.231690,15.638398,0.000000
60320.0,45218550.331426,-12627054.224627,0.000000,14.511161,53.044771,0.000000,-121823311.572875,-55312844.249016,0.000000,12.837005,-29.107618,0.000000,-174338518.492915,149380241.880131,0.000000,-17.437077,-18.484544,0.000000,390717642.222848,-175555388.797515,0.000000,7.933501,15.775583,0.000000
60325.0,45657915.598807,10894471.606932,0.000000,-12.522400,53.559517,0.000000,-115627833.093544,-67565009.305421,0.000000,15.818424,-27.564866,0.000000,-181681847.059880,141237709.206473,0.000000,-16.554785,-19.204796,0.000000,394080157.615524,-168711700.715085,0.000000,7.633386,15.907235,0.000000
60330.0,34870585.287724,31743940.454629,0.000000,-36.320405,40.976888,0.000000,-108181841.918635,-79086529.208435,0.000000,18.621786,-25.728026,0.000000,-188637700.654913,132793921.659282,0.000000,-15.643662,-19.879057,0.000000,397312624.540570,-161812335.866054,0.000000,7.331441,16.033344,0.000000
60335.0,15609744.865069,44904898.028375,0.000000,-50.962437,18.794529,0.000000,-99568132.558418,-89754431.186138,0.000000,21.220189,-23.616308,0.000000,-195194209.717465,124068974.749203,0.000000,-14.706421,-20.506306,0.000000,400414272.924886,-154859691.926201,0.000000,7.027761,16.153896,0.000000
60340.0,-7374851.463719,47430422.684388,0.000000,-53.313139,-7.210467,0.000000,-89880739.168875,-99454490.601297,0.000000,23.588512,-21.250984,0.000000,-201340679.650958,115083363.842855,0.000000,-13.745787,-21.085711,0.000000,403384373.823145,-147856171.188971,0.000000,6.722441,16.268883,0.000000
60345.0,-28684142.834139,39017292.968808,0.000000,-43.470576,-30.878965,0.000000,-79224146.785004,-108082098.051407,0.000000,25.703506,-18.655282,0.000000,-207067593.134387,105857904.984241,0.000000,-12.764483,-21.616619,0.000000,406222239.186604,-140804179.998552,0.000000,6.415575,16.378295,0.000000
60350.0,-43563141.465836,21824114.955009,0.000000,-24.166532,-47.159769,0.000000,-67712466.145704,-115543085.021836,0.000000,27.543873,-15.854297,0.000000,-212366606.453614,96413657.735190,0.000000,-11.765217,-22.098555,0.000000,408927221.630378,-133706128.196203,0.000000,6.107258,16.482125,0.000000
60355.0,-48829034.800215,-196925.787748,0.000000,0.217592,-52.874238,0.000000,-55468567.145363,-121754513.081619,0.000000,29.090377,-12.874912,0.000000,-217230540.248762,86771850.508051,0.000000,-10.750670,-22.531211,0.000000,411498714.199600,-126564428.579492,0.000000,5.797582,16.580367,0.000000
60360.0,-43381676.414002,-22174665.356424,0.000000,24.556537,-46.962405,0.000000,-42623164.151394,-126645429.440714,0.000000,30.325960,-9.745721,0.000000,-221653365.107514,76953808.801464,0.000000,-9.723482,-22.914444,0.000000,413936150.134863,-119381496.374105,0.000000,5.486641,16.673016,0.000000
60365.0,-28359366.862139,-39245973.591270,0.000000,43.731223,-30.521359,0.000000,-29313845.051600,-130157589.172804,0.000000,31.235882,-6.496949,0.000000,-225630182.458265,66980886.686738,0.000000,-8.686247,-23.248265,0.000000,416239002.637321,-112159748.717878,0.000000,5.174526,16.760068,0.000000
60370.0,-6977479.666780,-47482473.728817,0.000000,53.380484,-6.765109,0.000000,-15684034.990563,-132246141.584110,0.000000,31.807887,-3.160365,0.000000,-229157201.232452,56874401.829501,0.000000,-7.641499,-23.532828,0.000000,418406784.633810,-104901604.156703,0.000000,4.861329,16.841520,0.000000
60375.0,15988787.584280,-44763287.783181,0.000000,50.809826,19.227597,0.000000,-1881885.381450,-132880275.116492,0.000000,32.032384,0.230824,0.000000,-232231710.772522,46655574.269983,0.000000,-6.591703,-23.768430,0.000000,420439048.542335,-97609482.151960,0.000000,4.547142,16.917371,0.000000
60380.0,35139839.944998,-31437545.684526,0.000000,35.973946,41.289552,0.000000,11940920.988828,-132043811.865227,0.000000,31.902651,3.642100,0.000000,-234852050.461673,36345469.126532,0.000000,-5.539253,-23.955490,0.000000,422335386.038250,-90285802.599103,0.000000,4.232055,16.987620,0.000000
60385.0,45749485.143163,-10495115.581065,0.000000,12.063840,53.666821,0.000000,25630457.025729,-129735739.340339,0.000000,31.415057,7.037800,0.000000,-237017576.544485,25964943.331544,0.000000,-4.486463,-24.094551,0.000000,424095427.821432,-82932985.357053,0.000000,3.916159,17.052268,0.000000
60390.0,45108772.421021,13021697.439217,0.000000,-14.963990,52.916188,0.000000,39031937.139748,-125970663.604712,0.000000,30.569298,10.381318,0.000000,-238728626.594740,15534596.457540,0.000000,-3.435561,-24.186260,0.000000,425718843.384754,-75553449.788030,0.000000,3.599542,17.111316,0.000000
60395.0,33383163.657653,33346759.121363,0.000000,-38.130245,39.250946,0.000000,51991205.836723,-120779164.515983,0.000000,29.368635,13.635353,0.000000,-239986482.068945,5074725.644139,0.000000,-2.388689,-24.231368,0.000000,427205340.784124,-68149614.307452,0.000000,3.282293,17.164768,0.000000
60400.0,13558369.593487,45609069.799584,0.000000,-51.716968,16.453161,0.000000,64356329.649013,-114208030.655338,0.000000,27.820133,16.762221,0.000000,-240793329.362289,-5394715.405612,0.000000,-1.347894,-24.230714,0.000000,428554666.410356,-60723895.943545,0.000000,2.964502,17.212626,0.000000
60405.0,-9496588.135268,47094838.449566,0.000000,-52.889176,-9.585931,0.000000,75979288.538790,-106320348.860164,0.000000,25.934881,19.724219,0.000000,-241152219.758761,-15854153.428397,0.000000,-0.315132,-24.185217,0.000000,429766604.763108,-53278709.906290,0.000000,2.646255,17.254897,0.000000
60410.0,-30392169.592001,37745926.241313,0.000000,-42.024456,-32.758070,0.000000,86717757.513349,-97195421.344900,0.000000,23.728184,22.484055,0.000000,-241067028.639756,-26284428.704587,0.000000,0.707737,-24.095872,0.000000,430840978.227134,-45816469.165335,0.000000,2.327642,17.291584,0.000000
60415.0,-44486441.757796,19919729.119990,0.000000,-22.049389,-48.163506,0.000000,96436962.911158,-86928482.484501,0.000000,21.219716,25.005349,0.000000,-240542414.286503,-36666824.391793,0.000000,1.718948,-23.963734,0.000000,431777646.851046,-38339584.036507,0.000000,2.008748,17.322696,0.000000
60420.0,-48773730.191670,-2308385.582072,0.000000,2.550693,-52.814350,0.000000,105011590.799378,-75630187.755134,0.000000,18.433609,27.253185,0.000000,-239583776.581673,-46983092.239697,0.000000,2.716834,-23.789914,0.000000,432576508.128800,-30850461.776557,0.000000,1.689659,17.348239,0.000000
60425.0,-42359250.641679,-24028887.036372,0.000000,26.621101,-45.849853,0.000000,112327717.422537,-63425849.379469,0.000000,15.398457,29.194730,0.000000,-238197215.885209,-57215474.856175,0.000000,3.699819,-23.575573,0.000000,433237496.784080,-23351506.185753,0.000000,1.370463,17.368222,0.000000
60430.0,-26585094.581369,-40426448.322555,0.000000,45.079647,-28.566039,0.000000,118284724.022663,-50454397.174170,0.000000,12.147239,30.799886,0.000000,-236389492.329265,-67346724.708957,0.000000,4.666423,-23.321910,0.000000,433760584.557767,-15845117.217971,0.000000,1.051243,17.382654,0.000000
60435.0,-4838629.111441,-47704864.418413,0.000000,53.678344,-4.365435,0.000000,122797151.090478,-36867049.133061,0.000000,8.717116,32.041975,0.000000,-234167985.747617,-77360120.057408,0.000000,5.615257,-23.030158,0.000000,434145779.998631,-8333690.597900,0.000000,0.732086,17.391546,0.000000
60440.0,18001372.884908,-43949048.695914,0.000000,49.927881,21.529356,0.000000,125796440.780306,-22825684.467178,0.000000,5.149110,32.898432,0.000000,-231540656.426371,-87239478.015894,0.000000,6.545023,-22.701578,0.000000,434393128.257409,-819617.445004,0.000000,0.413076,17.394909,0.000000
60445.0,36539205.522513,-29755262.838288,0.000000,34.069135,42.915678,0.000000,127232511.470807,-8500922.063390,0.000000,1.487650,33.351470,0.000000,-228516006.835491,-96969164.953952,0.000000,7.454508,-22.337452,0.000000,434502710.884391,6694716.096143,0.000000,0.094296,17.392754,0.000000
60450.0,46182083.001587,-8340618.543058,0.000000,9.589074,54.173867,0.000000,127075105.939043,5930080.684522,0.000000,-2.220023,33.388701,0.000000,-225103044.474914,-106534104.439517,0.000000,8.342586,-21.939076,0.000000,434474645.630635,14206929.219491,0.000000,-0.224169,17.385094,0.000000
60455.0,44462748.757682,15120957.088809,0.000000,-17.371591,52.159748,0.000000,125314854.945910,20286080.498031,0.000000,-5.924577,33.003679,0.000000,-221311245.944894,-115919782.930084,0.000000,9.208212,-21.507758,0.000000,434309086.252919,21714646.815506,0.000000,-0.542237,17.371944,0.000000
60460.0,31825107.106482,34879022.004862,0.000000,-39.855985,37.445375,0.000000,121964001.685075,34384410.408080,0.000000,-9.575437,32.196319,0.000000,-217150522.327859,-125112253.413321,0.000000,10.050418,-21.044814,0.000000,434006222.322516,29215499.823866,0.000000,-0.859824,17.353316,0.000000
